שם פרטי,"סך הכל בשנים
1948-2021",1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
מיקאלה,81,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,.,.,.,..,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,..,..,.,..,..,..,..,.,..,.,.,..,..,..,.,7,6,..,.,..,6,10,..,11,9,5,..
מיקה,"7,771",.,..,5,..,..,7,..,5,..,..,..,..,..,..,..,..,..,..,..,..,..,5,..,..,11,20,18,11,21,25,20,18,18,13,7,17,15,12,15,16,14,15,22,25,19,21,26,31,34,64,78,91,130,158,175,213,291,276,322,374,447,413,400,406,388,367,365,328,370,407,351,298,291,228
מיקי,204,..,..,6,..,..,6,..,8,7,..,7,6,..,.,..,..,5,..,5,5,..,..,6,5,6,5,..,6,..,..,..,..,.,5,..,..,..,..,..,.,..,..,.,..,..,.,..,..,..,..,.,..,..,..,.,..,8,..,..,.,..,..,..,.,..,..,.,..,..,.,..,..,..,..
מיראל,201,.,.,.,.,.,.,.,..,.,.,.,.,..,.,.,.,.,.,.,.,..,.,..,.,.,.,.,..,..,.,.,.,.,.,.,.,.,.,..,..,..,6,5,..,..,..,..,..,5,5,8,..,..,5,..,7,7,..,..,..,5,11,..,5,8,..,9,7,6,10,12,..,..,17
מירב,"12,593",.,.,..,7,..,8,15,14,16,17,31,18,37,50,56,69,87,145,164,222,333,460,689,824,858,902,827,776,737,573,478,411,389,333,256,265,251,232,176,177,151,120,104,97,107,89,88,67,77,76,54,59,37,51,37,52,37,36,27,25,28,27,26,23,16,26,20,14,23,17,17,19,20,9
מירה,"2,147",21,28,41,47,57,59,50,69,54,49,60,58,50,50,71,53,68,57,79,58,64,71,49,55,46,47,43,34,33,26,26,20,35,32,23,28,14,22,14,13,16,5,8,8,10,8,7,8,6,9,8,6,..,8,6,7,..,10,..,8,5,..,6,..,..,15,7,6,7,..,8,..,..,..
מירון,62,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,.,.,.,.,.,.,..,.,.,.,.,.,.,.,.,..,.,.,..,..,.,.,..,.,..,..,..,.,.,.,.,.,.,.,..,.,..,..,.,..,.,.,.,..,..,5,..,5,..,6,7,..,..,..,..,..
מירי,"3,218",5,16,17,26,29,21,30,32,26,42,36,34,43,33,34,33,48,53,53,54,80,84,86,103,118,92,101,123,119,120,108,113,106,93,79,72,87,74,58,58,51,39,38,39,32,36,32,29,27,21,18,21,15,19,15,12,10,12,12,6,15,14,8,11,12,9,15,14,8,14,13,9,12,16
מירית,"1,633",.,..,..,..,.,..,..,5,..,..,8,6,9,6,5,6,12,19,13,17,29,25,32,31,38,40,41,73,69,46,61,61,61,57,97,55,79,61,77,56,55,57,39,39,43,34,27,19,20,14,13,10,13,9,5,..,..,..,..,.,..,..,.,..,..,.,..,..,..,.,.,.,.,..
מירל,607,..,.,.,..,..,..,..,.,.,..,..,..,..,.,..,..,..,..,.,..,..,..,..,5,..,..,..,..,..,..,8,5,..,5,5,5,5,5,6,5,9,11,5,5,9,12,10,11,14,6,11,11,12,15,11,21,12,9,15,28,13,9,16,19,14,14,16,18,28,20,37,23,16,27
מירן,254,.,..,.,.,.,.,.,.,.,.,.,..,.,.,.,.,.,..,..,.,.,.,..,.,.,.,.,.,..,..,..,..,7,9,11,8,14,14,8,11,14,7,9,6,9,5,8,..,..,..,6,..,6,..,..,..,.,..,..,.,..,.,..,..,..,..,..,..,..,..,12,10,15,16
מישל,"2,394",.,.,..,.,.,.,.,..,..,..,.,..,..,..,5,..,..,6,..,7,6,5,7,5,..,6,6,11,13,9,5,..,7,6,9,5,..,..,5,..,..,6,13,15,16,26,34,29,52,65,70,92,97,103,111,120,114,103,116,109,96,86,91,60,93,58,80,61,62,44,61,42,45,66
מיתר,"1,827",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,.,.,.,..,..,..,.,..,..,..,..,..,6,12,12,20,22,24,53,82,84,75,65,67,74,76,64,88,94,80,68,57,50,43,43,53,51,44,38,40,43,46,39,39,51,43,36,29
מל,35,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,.,.,.,.,.,..,.,.,.,..,.,.,.,..,..,..,.,..,..,..,..,..,..,..,..,.,.,..,..,.,..,..,..,..,..,8
מלאני,232,.,.,.,.,..,.,.,.,..,.,..,.,.,.,.,.,.,.,..,.,..,.,.,..,.,..,.,..,..,..,..,..,..,..,.,..,..,.,..,..,5,..,..,..,..,..,5,..,..,11,..,..,..,..,..,..,.,..,10,5,14,9,9,8,6,9,5,11,7,12,12,6,16,13
מלודי,140,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,.,.,.,.,..,.,.,.,.,.,.,.,..,.,..,..,.,..,..,..,..,..,..,..,..,.,..,.,..,..,..,..,..,..,..,.,..,..,5,..,..,..,..,7,9,8,7,8,8,9,14,12
מלי,"2,394",..,10,26,19,19,36,33,38,30,40,45,42,34,32,28,35,33,32,38,34,37,32,34,41,29,50,51,78,90,64,72,92,88,78,69,70,64,51,47,53,41,34,31,27,16,28,15,16,12,5,12,14,10,8,9,5,11,13,16,13,7,14,10,12,20,16,7,16,21,12,20,28,22,30
מליא,105,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,.,.,.,.,..,..,.,.,.,..,..,..,.,.,.,..,..,.,.,.,..,..,.,..,.,..,.,..,..,.,.,.,..,..,..,..,..,..,..,..,..,..,..,6,9,7,..,..,..,..,9,9,10,5
מליה,91,..,.,.,..,..,.,.,.,..,.,..,..,..,.,..,..,..,..,..,..,.,.,..,..,.,5,..,.,..,..,..,..,.,.,..,..,..,..,..,..,..,.,.,.,..,..,..,..,..,.,..,.,..,..,..,.,..,.,.,..,..,..,.,..,..,..,.,..,.,..,..,..,..,6
מליסה,154,.,.,.,.,.,.,.,.,.,.,.,.,..,.,.,.,.,.,.,.,..,..,.,.,.,..,.,.,.,..,..,.,..,..,..,..,..,..,..,..,..,..,..,.,..,..,..,..,..,..,5,.,5,..,..,.,..,5,..,..,..,..,5,..,5,..,8,7,11,6,7,9,6,..
מלכה,"15,874",102,174,235,272,286,248,275,288,289,286,249,238,227,203,188,195,156,139,132,128,105,106,99,110,90,101,90,84,112,124,84,107,98,107,119,108,121,120,122,137,132,135,148,150,158,132,163,156,166,163,170,174,188,197,192,194,255,237,213,279,232,267,303,297,313,311,339,376,387,415,400,466,431,421
מלכות,99,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,.,.,.,.,.,.,.,.,.,.,.,.,.,..,.,.,..,..,.,5,..,..,5,..,..,5,5,..,5,..,..,5,7,5,5,..,..,6,8,6
מלכי,102,.,.,.,.,..,..,.,.,..,.,.,..,..,..,.,.,.,..,.,.,..,.,..,.,..,..,..,.,..,.,.,.,..,..,.,.,..,..,..,..,..,.,.,.,..,.,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5,..,..,..,6,..,6,..,..,..,.,5,..
מלנה,31,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,.,.,.,.,..,.,.,.,.,.,.,..,.,.,.,..,.,.,.,.,..,..,.,11,5,..,.,..,.,.,.,..,.,..,.,..,.,.,.,.,..,.,.,.,.,.
מלני,71,.,.,..,.,.,..,.,.,.,.,..,.,.,.,.,.,..,..,..,.,.,..,..,.,.,..,..,.,..,..,..,.,.,..,.,..,.,..,.,.,..,..,..,.,..,..,..,..,..,.,..,..,..,5,..,.,..,..,.,.,..,6,.,..,.,.,.,.,.,..,..,.,.,..
מנואל,34,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,.,.,..,.,.,.,..,.,..,.,.,..,..,.,15,8,..
מנוחה,"1,117",..,..,8,7,..,..,10,5,6,5,..,8,..,..,5,..,..,5,..,.,7,..,..,..,..,5,5,..,5,6,..,5,..,..,7,..,6,6,5,10,7,7,14,12,16,17,6,18,18,16,26,19,18,30,27,31,26,28,23,37,31,42,45,32,31,32,35,28,43,44,39,34,34,34
מנור,559,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,..,..,..,..,.,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6,..,..,..,..,..,..,..,..,6,10,10,26,32,31,42,44,62,60,52,41,68
מסעודה,91,..,..,..,..,..,..,.,..,..,..,..,..,7,..,..,5,..,..,..,..,..,5,..,..,..,..,.,..,..,..,.,.,..,.,.,..,.,.,..,.,.,.,..,..,..,.,..,..,.,..,..,.,.,..,.,.,.,.,..,.,.,.,.,.,.,.,.,.,..,.,.,..,..,.
מסרט,43,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,.,.,.,.,.,..,..,..,.,.,..,.,..,..,..,.,..,..,..,..,..,5,..,.,6,..,.,..,.
מעיין,"19,633",.,.,..,..,..,..,..,..,..,.,..,..,8,..,6,..,7,9,10,9,13,18,23,26,36,37,53,61,96,84,101,119,166,234,276,335,410,547,534,637,649,528,467,439,401,365,365,330,328,353,324,388,349,375,360,492,520,569,616,720,685,749,692,623,581,486,464,433,398,441,365,339,276,283
מצדה,94,.,.,.,..,.,..,.,..,..,..,..,.,..,.,..,..,.,..,..,..,..,..,..,..,.,..,5,.,.,5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,..,..,.,..,.,..,..,..,.,.,..,..,..,.,.,..,..,.,..,..,.,..,.,..,..,..
מקדס,57,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,..,.,.,..,..,.,..,..,..,..,..,7,..,..,5,5,..,5,..,..,..,.,..
מקסימה,29,.,.,..,.,.,..,.,.,.,.,..,..,.,..,..,.,.,..,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,..,.,.,.,.,.,.,.,.,.,.,.,.,..,.,.,.,..,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
מרגלית,"3,858",29,38,65,88,87,86,88,70,69,76,72,65,69,57,59,49,54,49,71,52,49,67,29,42,44,26,28,36,33,35,36,30,24,31,26,33,69,52,49,50,41,41,40,37,35,31,51,62,60,61,45,40,34,42,36,26,41,39,28,28,28,25,25,20,21,43,50,30,25,42,34,37,38,24
מרגנית,115,..,..,..,..,..,..,..,..,.,..,..,..,.,..,..,..,..,..,..,..,..,..,.,7,.,..,..,..,..,..,..,5,7,6,8,6,..,..,..,..,..,.,..,..,.,..,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
מרגריטה,75,.,.,.,.,.,..,.,.,..,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,.,.,.,.,..,..,.,.,.,.,.,.,.,.,.,..,..,..,..,..,..,8,..,..,..,..,6,..,..,..,..,..,6,..,..,6,.,..,..,..,..,..,..,.,.,.,..
מרוה,171,.,.,.,.,.,..,.,.,..,..,.,.,..,..,.,.,.,.,..,.,.,.,.,.,.,.,..,..,..,..,..,..,..,..,..,7,6,10,10,8,11,6,11,6,..,5,..,6,6,..,5,..,.,6,..,..,..,..,.,..,..,..,..,..,..,..,..,.,..,..,..,..,.,..
מרום,253,.,.,.,.,.,.,.,.,.,.,.,.,.,..,.,.,.,.,.,.,..,.,.,.,..,.,..,.,.,.,.,.,.,.,.,..,..,.,.,.,.,..,.,..,..,..,.,..,8,..,5,5,..,9,7,9,10,..,..,10,9,5,6,..,6,9,12,9,11,21,20,20,22,15
מרטין,68,.,.,.,.,.,.,.,..,.,.,.,..,..,.,..,..,5,..,..,..,6,..,6,..,..,..,..,..,..,..,.,5,..,..,..,..,..,.,..,.,..,.,.,..,.,.,.,..,..,.,.,.,.,.,.,.,.,.,.,.,..,.,.,.,.,.,.,.,.,.,.,.,.,.
מרי,744,.,..,9,8,11,9,8,10,16,16,12,15,15,10,11,9,10,17,24,14,7,19,25,24,22,16,27,26,15,17,13,10,15,17,16,15,5,12,7,9,11,6,8,9,..,8,12,9,8,11,7,13,6,..,5,7,7,11,6,5,..,..,5,..,..,..,.,.,..,..,..,..,..,.
מריאור,26,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,.,..,..,.,.,.,.,.,.,.,.,..,.,.,.,.,..,.,8,..,..,..,.,.,..,..,..,.,.,..,..,.,.,.,.
מריאל,168,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,.,.,.,.,..,.,.,.,.,.,.,.,.,.,..,..,.,..,..,..,..,..,..,..,..,..,..,5,..,5,..,..,..,5,..,5,..,..,6,8,..,6,7,9,10,..,6,6,8,7,9,..,..,..,5,..
מריאנה,92,.,.,.,..,.,..,..,..,.,..,.,.,.,..,..,.,.,..,..,..,.,.,..,..,..,.,.,..,..,..,..,.,..,..,.,..,.,.,.,..,.,.,..,.,5,..,..,..,..,..,5,..,.,..,..,..,..,..,..,5,5,..,..,..,..,..,..,.,.,.,..,..,.,.
מריה,304,.,.,..,.,..,.,..,..,.,.,.,.,.,.,.,.,.,.,.,.,..,.,.,.,.,.,..,..,.,.,.,.,.,.,.,..,.,..,.,.,..,.,..,5,6,..,11,13,6,18,15,11,5,17,14,10,10,10,13,10,10,17,9,5,5,10,10,12,8,9,..,8,..,..
מרים,"34,343",190,357,487,481,511,536,467,455,456,479,457,476,440,402,390,397,418,464,399,360,326,354,299,323,270,280,316,277,278,299,243,291,280,312,307,342,321,322,329,344,338,323,390,361,358,410,401,389,435,424,460,442,471,496,511,491,497,527,482,575,501,571,591,607,640,608,593,674,677,646,672,659,773,678
מרין,102,.,.,.,.,.,.,.,.,.,.,.,.,.,..,.,.,.,.,.,.,.,.,.,.,.,.,..,.,..,..,..,..,..,..,..,..,..,..,5,..,..,..,..,5,5,..,..,..,..,..,6,..,..,..,6,..,..,.,..,.,..,.,.,.,.,..,..,..,..,.,..,..,..,..
מרינה,107,.,.,.,.,.,..,.,.,.,.,.,.,..,..,.,..,..,.,.,..,..,..,.,..,..,..,8,5,..,.,..,5,..,..,..,..,.,..,..,..,.,.,..,..,..,.,..,..,..,..,7,..,..,..,..,..,..,..,.,..,.,..,.,.,..,.,..,.,..,.,.,.,..,.
מרלין,53,.,.,.,.,.,..,.,..,..,.,.,.,.,.,..,.,..,..,..,..,.,..,..,.,.,5,..,..,.,..,..,..,.,..,.,..,5,..,.,..,.,..,.,..,..,..,..,.,.,.,.,.,..,.,.,.,..,..,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,.
מרלן,77,.,..,.,.,..,.,.,.,.,..,.,..,.,.,..,..,..,.,..,..,.,.,..,..,6,..,.,..,..,..,..,.,..,.,.,.,..,14,7,..,..,.,..,..,..,.,..,..,..,.,.,..,.,.,.,.,..,..,..,.,.,.,..,.,.,.,.,.,..,.,.,.,.,.
מרסדס,65,.,.,.,.,.,..,..,..,..,..,..,..,..,..,..,..,..,..,.,..,..,6,..,..,..,..,..,..,.,.,..,.,..,..,..,.,..,..,.,..,.,.,..,..,..,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,.,.,.,.,.,.,.,..,.
מרסל,664,.,..,7,8,6,11,12,12,15,12,12,24,14,11,15,22,17,21,27,20,21,23,17,14,14,13,17,16,13,21,14,15,13,8,10,17,15,12,11,8,8,13,11,6,9,7,6,5,6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.,.,..,.,.,..,.
מרסלה,59,.,.,.,.,..,..,.,..,..,..,..,..,..,..,..,5,..,..,..,..,.,.,..,.,..,.,..,.,7,..,.,.,..,..,.,..,..,..,.,.,.,.,.,.,.,..,..,.,..,..,.,.,.,.,.,.,.,.,.,..,..,.,.,..,.,.,.,..,.,.,.,.,.,.
מרצדס,68,.,.,.,.,.,.,.,.,..,..,..,..,.,..,..,..,..,7,..,8,..,..,..,6,..,.,..,..,..,..,.,.,..,.,..,..,..,..,..,.,.,.,.,.,.,.,..,.,.,.,.,.,.,.,.,..,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
משי,"1,832",.,.,.,.,.,.,.,.,..,.,.,.,.,.,.,..,.,.,..,.,.,..,.,..,.,.,.,.,..,.,.,.,..,..,..,..,.,..,5,..,7,20,13,7,64,69,53,69,70,57,70,82,86,55,56,63,33,32,35,32,30,38,54,49,63,51,62,46,55,60,77,92,85,74
משכית,78,.,.,.,.,.,.,.,..,.,..,.,.,..,..,..,.,.,.,.,..,..,..,..,.,..,..,..,6,..,..,..,..,..,..,..,..,..,.,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,..,..,..,..,..,.,.,..,..,.,.,.,.,.,.,.,.,..,.,.,.
מתוקה,76,..,..,..,..,..,6,9,..,.,..,..,..,..,..,..,..,.,..,..,..,..,.,..,.,..,.,.,..,.,..,.,.,..,..,.,..,..,..,.,..,..,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
מתי,236,.,6,..,5,9,9,5,6,5,7,..,8,..,7,..,9,6,..,10,5,5,6,8,9,10,5,8,..,6,12,..,..,..,..,..,..,.,..,..,..,..,..,..,..,.,..,.,.,.,..,.,..,.,..,.,..,.,.,.,.,.,.,.,.,.,..,..,.,.,..,..,.,..,.
מתילדה,98,..,6,..,7,..,..,..,..,6,..,..,..,..,..,..,.,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.,.,.,..,..,.,..,.,.,.,.,..,.,.,.,.,.,.,.,.,..,.,.,.,.,.,.,.,.,.,..,.,.,.,.,.,.,.,.,.,.,..,.,.
מתן,316,.,.,.,.,.,.,.,.,..,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,..,..,.,..,..,..,..,..,..,12,..,5,..,13,8,7,6,7,6,7,8,13,6,8,..,..,7,..,5,8,6,8,9,..,9,16,11,13,13,18,12,19,14
מתנה,125,..,6,7,7,6,..,..,..,..,..,..,..,..,..,..,..,5,..,..,..,.,..,.,..,..,.,.,..,.,.,..,.,.,..,..,..,..,..,..,.,.,.,.,..,.,..,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,.,.,.,..,.,.,.
מתת,98,.,.,..,.,.,.,.,..,..,..,.,.,..,.,..,.,..,..,.,.,.,.,..,..,..,..,.,..,.,..,..,..,..,..,..,..,.,..,..,5,..,..,..,..,..,.,.,.,..,..,..,..,..,..,.,.,..,..,..,.,..,..,..,..,..,..,..,..,..,..,..,..,.,..
נאדין,52,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,.,..,.,.,.,.,..,..,..,..,..,..,..,..,..,..,..,7,..,.,..,..,..,.,.,.,..,..,.,.,.,.,..,..,..,..,..,.,.,.,.,.,.,.,.,..
נאוה,"4,989",51,80,82,107,98,104,117,126,114,145,127,159,160,156,160,234,241,166,169,108,110,95,102,98,72,55,63,60,56,45,39,32,44,26,35,29,29,21,28,25,20,23,33,22,19,21,19,18,20,21,22,26,27,22,22,19,27,33,16,33,19,30,28,16,29,28,23,27,31,34,40,39,32,41
נאווה,72,.,.,..,..,.,..,..,..,..,.,..,..,..,..,.,5,..,.,..,..,..,..,.,..,..,.,.,..,..,..,.,.,.,.,.,..,..,..,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,.,..,..,.,..,.,.,.,..,.,.,.,..,..,..,..,..,..,..,5,..
נאור,73,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,.,.,.,.,.,.,.,.,.,.,.,..,.,.,..,..,.,.,.,..,.,.,..,..,5,..,..,..,..,..,..,..,.,.,..,..,5,..,..,..,..,..,..,.,..,.,.,..,.,..,.,..,..,5,..,..
נאורה,165,..,..,..,..,6,..,..,..,..,..,.,..,.,..,..,.,.,..,..,..,..,..,..,.,.,.,..,.,..,..,..,..,..,..,..,..,..,5,..,..,5,..,..,5,..,..,..,..,..,..,..,..,.,..,..,6,..,..,..,..,.,6,..,5,..,..,5,..,..,..,..,..,..,.
נאטלי,49,.,.,.,.,.,.,.,.,.,.,..,.,.,.,.,.,.,..,.,.,..,..,..,.,..,.,..,..,..,..,..,..,..,..,..,..,5,6,..,..,..,..,..,..,.,.,.,.,.,.,.,.,.,..,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
נאיה,724,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,.,.,.,.,.,.,..,.,..,.,.,..,.,.,.,.,.,..,.,.,.,.,.,..,..,..,6,6,5,7,..,8,11,5,8,..,10,7,13,16,22,23,48,66,90,127,226
נביעה,31,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,.,.,.,.,.,.,.,.,.,.,.,.,.,..,.,.,.,.,..,.,.,.,..,.,.,..,..,..,..,.,..,..,..,..,8,.
נגב,40,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,.,..,..,.,..,.,.,..,.,..,.,.,.,..,..,..,..,..,..,..,..,..,5,..
נגה,"11,846",17,26,36,41,42,50,45,48,40,54,58,54,49,45,61,44,57,61,56,41,45,63,62,58,59,50,50,73,75,56,57,63,77,63,70,77,85,78,71,74,75,64,83,78,76,85,70,77,104,108,138,118,152,166,173,222,282,275,313,349,361,466,498,494,518,464,507,524,448,455,449,426,463,405
נגסט,33,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,.,..,..,..,.,.,..,.,..,..,.,5,..,..,.,..,5,..,.,..,.
נדיה,127,.,..,.,..,..,..,..,..,..,..,..,.,5,..,..,..,..,..,5,..,.,.,.,..,..,..,..,..,.,..,6,..,..,..,..,..,..,..,.,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,..,..,..,.,.,.,..,..,..,.,..,..,..,..,.
נדין,156,.,.,.,.,.,.,.,.,.,..,..,.,..,..,.,..,..,..,.,..,..,..,.,.,..,.,..,.,.,..,..,..,..,..,6,..,..,..,6,8,7,7,..,6,..,7,..,11,..,6,..,6,..,..,..,..,.,..,..,..,..,..,.,..,..,..,..,.,..,.,..,..,.,.
נהורה,307,.,..,.,.,.,.,.,.,..,..,.,.,.,.,.,..,..,.,.,.,.,.,.,.,..,.,.,.,.,..,..,.,.,.,..,.,..,..,5,..,..,..,..,..,..,..,5,.,5,..,5,..,..,6,7,6,9,12,8,14,19,10,8,16,8,11,10,13,19,20,12,9,15,9
נהר,85,.,.,.,.,..,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,.,..,..,.,.,.,.,..,..,.,..,..,.,..,..,..,..,..,..,.,.,.,.,..,..,..,..,..,..,..,..,7,.,..,..,..,..,..,..,..,..,.,..,7,..,7,6
נהרה,143,.,.,.,.,.,.,.,.,.,.,.,.,..,.,.,.,.,.,.,.,..,.,.,.,.,.,.,..,.,.,..,..,.,..,..,.,.,..,..,..,..,..,..,..,.,.,.,..,..,..,..,..,..,..,..,..,..,..,..,..,14,..,8,5,6,..,10,6,13,8,9,6,5,5
נהרי,28,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,.,.,.,.,.,.,.,.,..,.,..,.,.,..,..,..,..,..,..,7,..,..
נואית,56,.,.,.,.,.,.,.,.,.,.,.,.,.,..,.,.,..,..,.,.,.,..,..,..,..,..,..,.,..,5,..,5,.,..,..,..,..,..,..,..,.,..,.,..,..,..,..,..,.,.,.,.,.,..,..,.,.,..,.,..,..,.,.,.,.,.,.,.,.,.,.,.,.,.
נואל,104,.,.,.,.,.,.,.,.,.,.,.,..,.,.,.,..,.,.,..,.,.,.,.,.,.,.,.,.,.,..,.,..,..,.,.,.,..,.,..,..,..,.,.,.,.,..,..,..,.,..,..,5,..,..,5,..,..,..,5,.,..,..,5,..,..,..,..,5,..,..,7,..,11,..
נוב,59,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,..,..,..,.,..,..,..,..,..,.,..,.,..,..,..,..,..,..,..,..,..,.,..,.,.,..,.,..,..,..,5,..
נובה,50,.,.,.,.,.,..,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,.,.,.,..,.,.,.,.,.,..,.,.,..,.,..,..,..,..,..,..,..,.,..,.,..,..,..,..,..,..,..,..,..,..,6,..,..,6
נוה,168,.,.,.,.,.,.,..,.,.,.,.,..,.,.,..,.,.,..,.,.,..,..,.,..,.,..,..,.,..,.,.,.,.,.,..,.,.,..,.,..,..,.,.,..,..,.,5,..,..,8,5,6,..,6,6,..,5,..,..,..,5,..,..,..,..,..,..,..,6,10,8,14,8,11
נוהר,207,.,.,.,.,.,.,.,.,.,.,.,..,.,.,.,.,.,.,.,.,.,.,.,.,.,..,..,..,.,..,.,..,..,..,..,..,..,..,..,..,..,..,..,6,..,..,.,..,..,..,..,..,8,..,..,..,.,..,5,..,.,..,..,5,..,6,..,5,16,25,15,11,16,14
נוי,"7,163",..,.,.,.,.,..,.,.,..,..,.,..,.,.,..,.,..,.,.,..,..,.,.,..,..,6,..,..,..,..,..,5,..,..,..,5,7,7,12,88,77,139,219,344,470,441,573,457,368,346,347,347,322,247,283,266,194,150,164,125,105,93,98,92,78,72,89,93,58,81,79,74,53,54
נויאל,25,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,.,.,.,.,.,..,..,.,.,.,..,.,..,..,..,.,.,.,.,.,.,.,..,..,..,..,..,..,5
נויה,"13,094",.,..,..,..,..,..,.,..,..,..,..,..,.,..,..,..,..,..,.,5,..,5,..,6,6,5,6,5,10,8,5,9,10,..,9,8,9,6,7,10,13,21,18,40,46,46,47,65,55,44,50,68,90,149,175,250,291,430,481,557,637,795,803,811,754,689,789,723,659,742,758,647,607,559
